playfield,id,name,type,faction,blocks,devices,pos,rot,core,powered,docked,touched_time,touched_ticks,touched_name,touched_id,saved_time,saved_ticks,add_info
Eros,198457,'Walking GTFO',CV,[Fac   105],114,28,-2818.849 34.6837 -94.89217,359.4566 332.2442 2.393345,True,True,False,-,0,'',,9/11/2017 10:21:56 PM,15378967,
Eros,198457,'Walking GTFO',CV,[Fac   105],114,28,-2818.849 34.6837 -94.89217,359.4566 332.2442 2.393345,True,True,False,-,0,'',,9/12/2017 4:12:06 PM,16660929,
Eros,198457,'Walking GTFO',CV,[Fac   105],114,28,-2818.849 34.6837 -94.89217,359.4566 332.2442 2.393345,True,True,False,-,0,'',,9/12/2017 7:14:31 PM,16879836,
Eros,198457,'Walking GTFO',CV,[Fac   105],114,28,-2818.849 34.6837 -94.89217,359.4566 332.2442 2.393345,True,True,False,-,0,'',,9/12/2017 10:43:57 PM,17129805,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16121.27 -11445.64 -965.131,14.32998 263.1525 1.121699,True,True,False,9/13/2017 3:44:36 AM,17490591,'3Q Walking Dead',76561197978369725,9/13/2017 3:57:38 AM,17506235,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16121.27 -11445.64 -965.131,14.32998 263.1525 1.121699,True,True,False,9/13/2017 3:44:36 AM,17490591,'3Q Walking Dead',76561197978369725,9/13/2017 4:47:57 AM,17566604,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 6:29:18 AM,17684415,'3Q Walking Dead',76561197978369725,9/13/2017 6:29:39 AM,17684842,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 6:29:18 AM,17684415,'3Q Walking Dead',76561197978369725,9/13/2017 7:34:03 AM,17762116,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 8:23:03 AM,17820922,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 9:09:31 AM,17876669,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 10:09:11 AM,17948280,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 10:32:57 AM,17976798,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 10:36:50 AM,17981452,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 11:34:17 AM,18050397,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 11:52:08 AM,18065170,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 12:12:22 PM,18089460,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 12:41:18 PM,18124173,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 1:01:00 PM,18144602,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 1:09:29 PM,18154763,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 2:14:36 PM,18231886,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 4:04:38 PM,18363926,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 4:25:31 PM,18388462,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 4:33:22 PM,18397886,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],114,28,-16053.03 -11485.82 -1063.793,10.14153 264.9376 5.091095,True,True,False,9/13/2017 7:46:46 AM,17777386,'Balboadaho',76561198108516202,9/13/2017 4:38:27 PM,18403988,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/13/2017 7:14:20 PM,18591035,'3Q Walking Dead',76561197978369725,9/13/2017 8:05:15 PM,18652135,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/13/2017 7:14:20 PM,18591035,'3Q Walking Dead',76561197978369725,9/13/2017 8:42:20 PM,18696648,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/13/2017 7:14:20 PM,18591035,'3Q Walking Dead',76561197978369725,9/13/2017 9:51:49 PM,18780015,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/13/2017 7:14:20 PM,18591035,'3Q Walking Dead',76561197978369725,9/13/2017 11:39:18 PM,18909005,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/14/2017 12:29:32 AM,18969280,'ThunderStorm',76561198055202658,9/14/2017 12:33:53 AM,18974498,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/14/2017 1:07:24 AM,19014718,'3Q Walking Dead',76561197978369725,9/14/2017 1:11:51 AM,19020061,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/14/2017 2:12:07 AM,19092382,'3Q Walking Dead',76561197978369725,9/14/2017 2:17:10 AM,19098436,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/14/2017 2:12:07 AM,19092382,'3Q Walking Dead',76561197978369725,9/14/2017 2:49:28 AM,19137196,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/14/2017 2:12:07 AM,19092382,'3Q Walking Dead',76561197978369725,9/14/2017 8:00:47 AM,19510787,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/14/2017 2:12:07 AM,19092382,'3Q Walking Dead',76561197978369725,9/14/2017 9:33:07 AM,19621583,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,True,False,9/14/2017 2:12:07 AM,19092382,'3Q Walking Dead',76561197978369725,9/14/2017 10:11:03 AM,19667104,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,False,False,9/14/2017 2:12:07 AM,19092382,'3Q Walking Dead',76561197978369725,9/14/2017 10:46:28 AM,19709605,
Seranis System,198457,'Walking GTFO',CV,[Fac   105],118,32,-16051.59 -11486.19 -1063.34,26.89534 272.3618 8.465658,True,False,False,9/14/2017 2:12:07 AM,19092382,'3Q Walking Dead',76561197978369725,9/14/2017 11:12:46 AM,19741163,
